ID,Job,jobs2016,jobs2015,jobs2014,jobs2013,jobs2012,jobs2011,earnings2016,earnings2015,earnings2014,earnings2013,earnings2012,earnings2011
HD01_VD330,"Office and administrative support workers, all other",449803,487520,471807,428493,429326,399672,41080,39843,39222,38662,38052,38004
HD01_VD326,"Office clerks, general",841347,838480,798828,729066,746429,771615,34654,33678,32573,32439,32885,32665
HD01_VD327,"Office machine operators, except computer",26251,23701,18384,24326,26593,27400,30788,29338,31607,32321,30702,32038
HD01_VD347,"Operating engineers and other construction equipment operators, including pile-driver operators",269313,259652,254237,247830,255033,222770,46503,45527,45048,42200,42230,41668
HD01_VD73,Operations research analysts,126989,129326,122903,123636,118370,128285,81092,77057,77416,77172,75351,76581
HD01_VD190,"Opticians, dispensing",48366,37530,42394,39047,39704,37173,37389,38961,37327,35580,36938,36772
HD01_VD164,Optometrists,27134,25706,27120,25610,25567,24604,117397,110566,101931,103805,100761,100024
HD01_VD303,Order clerks,97111,92853,85608,85033,90911,92278,32234,31859,31715,31732,31032,32071
HD01_VD142,"Other education, training, and library workers, except teacher assistants",74463,71350,77839,88624,81624,74612,52790,56213,52058,51516,50911,52069
HD01_VD376,Other extraction workers,37639,55609,61453,55483,57960,44850,54426,60220,54975,51020,50055,46736
HD01_VD192,Other healthcare practitioners and technical occupations,105941,101327,76705,72636,65067,76467,57179,57131,51767,55942,53410,53890
HD01_VD412,"Other installation, maintenance, and repair workers, including wind turbine service technicians",204755,214334,183416,168658,165291,158038,40529,40593,38808,36654,37108,36849
HD01_VD137,Other teachers and instructors,356475,354049,362242,359794,359094,365063,45426,43893,45216,43740,44060,42262
HD01_VD512,Other transportation workers,17369,19745,16123,16054,12835,15227,36282,37731,36973,42418,36186,38311
HD01_VD478,Packaging and filling machine operators and tenders,204703,199896,204716,198721,179300,180014,27178,25736,25327,25434,25414,24958
HD01_VD521,"Packers and packagers, hand",292614,285020,274739,273503,278361,263294,23676,22713,22107,21661,22029,22319
HD01_VD352,"Painters, construction and maintenance",359202,371450,365280,326717,315992,280199,30778,29982,30317,30027,30561,28235
HD01_VD479,Painting workers,126596,127684,111570,101860,116772,111046,36898,33484,36655,32285,35432,31839
HD01_VD487,"Paper goods machine setters, operators, and tenders",24020,18859,21451,26459,19423,23191,38661,36923,41050,39446,37574,39790
HD01_VD353,Paperhangers,2130,1555,2377,2232,2248,1387,39968,41787,35857,47083,31911,46060
HD01_VD130,Paralegals and legal assistants,318793,316583,306773,307815,301632,292578,47223,48453,46642,46562,45998,46041
HD01_VD213,Parking enforcement workers,4730,6393,5647,4876,6646,4441,39298,41431,40090,36589,37507,32067
HD01_VD508,Parking lot attendants,46169,43949,43942,38720,43511,43758,23264,24167,24865,23270,22509,22387
HD01_VD265,Parts salespersons,92199,97449,84821,82536,89426,87372,35832,35291,35264,33375,32671,32896
HD01_VD346,"Paving, surfacing, and tamping equipment operators",11253,8788,7639,8213,7351,9767,41825,29198,38677,39440,31501,35572
HD01_VD287,Payroll and timekeeping clerks,131052,128515,124952,138447,132181,138598,41313,41274,40093,39268,38601,38235
HD01_VD257,Personal care aides,692735,665649,629543,576620,549901,492119,22578,22104,21825,21898,21103,21223
HD01_VD260,"Personal care and service workers, all other",73763,70671,46143,48690,45272,45183,26185,25498,25728,25529,22349,23269
HD01_VD53,Personal financial advisors,327459,310815,312232,283136,291220,296187,91150,87023,83154,82142,82212,80013
HD01_VD239,Pest control workers,68409,59380,58844,53799,54769,54968,37802,35704,35558,33351,35099,33064
HD01_VD92,Petroleum engineers,22671,28922,26436,23225,26279,22129,141359,125678,119645,110560,115009,102938
HD01_VD165,Pharmacists,214665,211639,210328,205734,197448,189581,120878,120111,116276,116468,114113,114224
HD01_VD200,Pharmacy aides,21617,28588,27555,22034,22542,24457,30505,31500,30371,29851,28289,28206
HD01_VD202,Phlebotomists,82446,85128,71105,75727,72755,70203,31121,30497,30387,31062,29933,30263
HD01_VD159,Photographers,90481,80094,77681,80489,77080,71341,36504,41015,37530,38052,36299,34363
HD01_VD480,Photographic process workers and processing machine operators,17651,18581,24063,25840,23906,32770,31397,31876,28406,26166,25086,24181
HD01_VD106,"Physical scientists, all other",192236,180602,171195,171530,161743,162977,77439,77740,72973,74592,71414,72361
HD01_VD195,Physical therapist assistants and aides,59281,53025,49661,44581,43358,41368,45826,45648,45272,41994,43266,41898
HD01_VD171,Physical therapists,162536,157932,154006,136392,143468,137915,77605,75836,74449,72260,72129,71974
HD01_VD167,Physician assistants,76018,72551,75160,100572,88805,89293,101940,97462,94513,81522,80591,78054
HD01_VD166,Physicians and surgeons,743383,715361,686827,737546,742281,718437,201542,200203,194521,182232,175537,170728
HD01_VD354,"Pipelayers, plumbers, pipefitters, and steamfitters",478329,441982,415539,397714,357783,353661,47032,45141,43790,43340,42191,43240
HD01_VD355,Plasterers and stucco masons,22350,21511,17452,17735,15293,14111,31073,30051,30975,25972,31151,34872
HD01_VD443,"Plating and coating machine setters, operators, and tenders, metal and plastic",12839,14348,13349,13378,13759,13799,32560,35293,32844,34069,31126,34806
HD01_VD168,Podiatrists,6093,5562,6580,6757,7738,6085,126617,116654,102486,120367,101026,86768
HD01_VD214,Police and sheriff's patrol officers,669550,662619,679836,623338,641208,616625,62852,62358,60535,61313,61340,61424
HD01_VD312,Postal service clerks,97883,95566,90764,94064,93788,98843,55378,55021,54650,53357,53149,53207
HD01_VD313,Postal service mail carriers,281178,267230,252571,251980,260147,271521,56755,56356,55921,55923,55738,54602
HD01_VD314,"Postal service mail sorters, processors, and processing machine operators",50704,53474,52498,61856,64330,57264,54397,53083,54788,53497,53524,53322
HD01_VD27,Postmasters and mail superintendents,20947,20609,24028,28282,28217,31362,71429,69456,69105,65191,64804,63884
HD01_VD132,Postsecondary teachers,881345,879141,848073,836986,822255,819042,67145,65629,65698,65463,61839,62072
HD01_VD466,"Power plant operators, distributors, and dispatchers",42662,45276,42069,44028,42306,44863,89417,90725,80491,80959,81128,78081
HD01_VD404,Precision instrument and equipment repairers,47211,53032,48521,53885,50492,55619,51655,49107,49569,46805,50438,50981
HD01_VD446,Prepress technicians and workers,17187,19214,23027,23527,22992,26200,36257,36428,35730,32464,32039,35366
HD01_VD133,Preschool and kindergarten teachers,339677,340735,332062,316025,316050,325393,25124,24938,24489,24347,23950,24635
HD01_VD449,"Pressers, textile, garment, and related materials",24529,27312,27738,25595,29436,28041,21308,21936,20726,21701,21391,20446
